"","x"
"7555","c(-0.791413375527336, 0.997493860746069)"
"7556","c(-0.791413375527336, 0.997493860746069)"
"7557","c(-0.594465216727221, 0.998095843638941)"
"7558","c(-0.594465216727221, 0.998095843638941)"
"7559","c(-0.594465216727221, 0.998095843638941)"
"7560","c(-0.594465216727221, 0.998095843638941)"
"7561","c(-0.594465216727221, 0.998095843638941)"
"7562","c(-0.594465216727221, 0.998095843638941)"
"7563","c(-0.594465216727221, 0.998095843638941)"
"7564","c(-0.594465216727221, 0.998095843638941)"
"7565","c(-0.594465216727221, 0.998095843638941)"
"7566","c(-0.594465216727221, 0.998095843638941)"
"7567","c(-0.594465216727221, 0.998095843638941)"
"7568","c(-0.594465216727221, 0.998095843638941)"
"7569","c(-0.594465216727221, 0.998095843638941)"
"7570","c(-0.594465216727221, 0.998095843638941)"
"7571","c(-0.594465216727221, 0.998095843638941)"
"7572","c(-0.594465216727221, 0.998095843638941)"
"7573","c(-0.594465216727221, 0.998095843638941)"
"7574","c(-0.594465216727221, 0.998095843638941)"
"7575","c(-0.594465216727221, 0.998095843638941)"
"7576","c(-0.594465216727221, 0.998095843638941)"
"7577","c(-0.594465216727221, 0.998095843638941)"
"7578","c(-0.594465216727221, 0.998095843638941)"
"7579","c(-0.594465216727221, 0.998095843638941)"
"7580","c(-0.594465216727221, 0.998095843638941)"
"7581","c(-0.594465216727221, 0.998095843638941)"
"7582","c(-0.594465216727221, 0.998095843638941)"
"7583","c(-0.594465216727221, 0.998095843638941)"
"7584","c(-0.594465216727221, 0.998095843638941)"
"7585","c(-0.594465216727221, 0.998095843638941)"
"7586","c(-0.594465216727221, 0.998095843638941)"
"7587","c(-0.594465216727221, 0.998095843638941)"
"7588","c(-0.594465216727221, 0.998095843638941)"
"7589","c(-0.594465216727221, 0.998095843638941)"
"7590","c(-0.594465216727221, 0.998095843638941)"
"7591","c(-0.594465216727221, 0.998095843638941)"
"7592","c(-0.594465216727221, 0.998095843638941)"
"7593","c(-0.660968584540458, 0.997904302458692)"
"7594","c(-0.660968584540458, 0.997904302458692)"
"7595","c(-0.660968584540458, 0.997904302458692)"
"7596","c(-0.660968584540458, 0.997904302458692)"
"7597","c(-0.660968584540458, 0.997904302458692)"
"7598","c(-0.660968584540458, 0.997904302458692)"
"7599","c(-0.660968584540458, 0.997904302458692)"
"7600","c(-0.660968584540458, 0.997904302458692)"
"7601","c(-0.660968584540458, 0.997904302458692)"
"7602","c(-0.660968584540458, 0.997904302458692)"
"7603","c(-0.660968584540458, 0.997904302458692)"
"7604","c(-0.660968584540458, 0.997904302458692)"
"7605","c(-0.660968584540458, 0.997904302458692)"
"7606","c(-0.660968584540458, 0.997904302458692)"
"7607","c(-0.660968584540458, 0.997904302458692)"
"7608","c(-0.660968584540458, 0.997904302458692)"
"7609","c(-0.660968584540458, 0.997904302458692)"
"7610","c(-0.660968584540458, 0.997904302458692)"
"7611","c(-0.660968584540458, 0.997904302458692)"
"7612","c(-0.660968584540458, 0.997904302458692)"
"7613","c(-0.660968584540458, 0.997904302458692)"
"7614","c(-0.660968584540458, 0.997904302458692)"
"7615","c(-0.660968584540458, 0.997904302458692)"
"7616","c(-0.660968584540458, 0.997904302458692)"
"7617","c(-0.660968584540458, 0.997904302458692)"
"7618","c(-0.660968584540458, 0.997904302458692)"
"7619","c(-0.660968584540458, 0.997904302458692)"
"7620","c(-0.660968584540458, 0.997904302458692)"
"7621","c(-0.660968584540458, 0.997904302458692)"
"7622","c(-0.660968584540458, 0.997904302458692)"
"7623","c(-0.660968584540458, 0.997904302458692)"
"7624","c(-0.660968584540458, 0.997904302458692)"
"7625","c(-0.660968584540458, 0.997904302458692)"
"7626","c(-0.660968584540458, 0.997904302458692)"
"7627","c(-0.660968584540458, 0.997904302458692)"
"7628","c(-0.660968584540458, 0.997904302458692)"
"7629","c(-0.645452343222688, 0.998470845367944)"
"7630","c(-0.645452343222688, 0.998470845367944)"
"7631","c(-0.645452343222688, 0.998470845367944)"
"7632","c(-0.645452343222688, 0.998470845367944)"
"7633","c(-0.645452343222688, 0.998470845367944)"
"7634","c(-0.645452343222688, 0.998470845367944)"
"7635","c(-0.645452343222688, 0.998470845367944)"
"7636","c(-0.645452343222688, 0.998470845367944)"
"7637","c(-0.645452343222688, 0.998470845367944)"
"7638","c(-0.645452343222688, 0.998470845367944)"
"7639","c(-0.645452343222688, 0.998470845367944)"
"7640","c(-0.645452343222688, 0.998470845367944)"
"7641","c(-0.645452343222688, 0.998470845367944)"
"7642","c(-0.645452343222688, 0.998470845367944)"
"7643","c(-0.645452343222688, 0.998470845367944)"
"7644","c(-0.645452343222688, 0.998470845367944)"
"7645","c(-0.645452343222688, 0.998470845367944)"
"7646","c(-0.645452343222688, 0.998470845367944)"
"7647","c(-0.645452343222688, 0.998470845367944)"
"7648","c(-0.645452343222688, 0.998470845367944)"
"7649","c(-0.645452343222688, 0.998470845367944)"
"7650","c(-0.645452343222688, 0.998470845367944)"
"7651","c(-0.645452343222688, 0.998470845367944)"
"7652","c(-0.645452343222688, 0.998470845367944)"
"7653","c(-0.645452343222688, 0.998470845367944)"
"7654","c(-0.645452343222688, 0.998470845367944)"
"7655","c(-0.645452343222688, 0.998470845367944)"
"7656","c(-0.645452343222688, 0.998470845367944)"
"7657","c(-0.645452343222688, 0.998470845367944)"
"7658","c(-0.645452343222688, 0.998470845367944)"
"7659","c(-0.645452343222688, 0.998470845367944)"
"7660","c(-0.645452343222688, 0.998470845367944)"
"7661","c(-0.645452343222688, 0.998470845367944)"
"7662","c(-0.645452343222688, 0.998470845367944)"
"7663","c(-0.645452343222688, 0.998470845367944)"
"7664","c(-0.645452343222688, 0.998470845367944)"
"7665","c(-0.612022887624324, 0.998844823656058)"
"7666","c(-0.612022887624324, 0.998844823656058)"
"7667","c(-0.612022887624324, 0.998844823656058)"
"7668","c(-0.612022887624324, 0.998844823656058)"
"7669","c(-0.612022887624324, 0.998844823656058)"
"7670","c(-0.612022887624324, 0.998844823656058)"
"7671","c(-0.612022887624324, 0.998844823656058)"
"7672","c(-0.612022887624324, 0.998844823656058)"
"7673","c(-0.612022887624324, 0.998844823656058)"
"7674","c(-0.612022887624324, 0.998844823656058)"
"7675","c(-0.612022887624324, 0.998844823656058)"
"7676","c(-0.612022887624324, 0.998844823656058)"
"7677","c(-0.612022887624324, 0.998844823656058)"
"7678","c(-0.612022887624324, 0.998844823656058)"
"7679","c(-0.612022887624324, 0.998844823656058)"
"7680","c(-0.612022887624324, 0.998844823656058)"
"7681","c(-0.612022887624324, 0.998844823656058)"
"7682","c(-0.612022887624324, 0.998844823656058)"
"7683","c(-0.612022887624324, 0.998844823656058)"
"7684","c(-0.612022887624324, 0.998844823656058)"
"7685","c(-0.612022887624324, 0.998844823656058)"
"7686","c(-0.612022887624324, 0.998844823656058)"
"7687","c(-0.612022887624324, 0.998844823656058)"
"7688","c(-0.612022887624324, 0.998844823656058)"
"7689","c(-0.612022887624324, 0.998844823656058)"
"7690","c(-0.612022887624324, 0.998844823656058)"
"7691","c(-0.612022887624324, 0.998844823656058)"
"7692","c(-0.612022887624324, 0.998844823656058)"
"7693","c(-0.612022887624324, 0.998844823656058)"
"7694","c(-0.612022887624324, 0.998844823656058)"
"7695","c(-0.612022887624324, 0.998844823656058)"
"7696","c(-0.612022887624324, 0.998844823656058)"
"7697","c(-0.612022887624324, 0.998844823656058)"
"7698","c(-0.612022887624324, 0.998844823656058)"
"7699","c(-0.612022887624324, 0.998844823656058)"
"7700","c(-0.612022887624324, 0.998844823656058)"
"7701","c(-0.660968584540458, 0.997904302458692)"
"7702","c(-0.660968584540458, 0.997904302458692)"
"7703","c(-0.660968584540458, 0.997904302458692)"
"7704","c(-0.660968584540458, 0.997904302458692)"
"7705","c(-0.660968584540458, 0.997904302458692)"
"7706","c(-0.660968584540458, 0.997904302458692)"
"7707","c(-0.660968584540458, 0.997904302458692)"
"7708","c(-0.660968584540458, 0.997904302458692)"
"7709","c(-0.660968584540458, 0.997904302458692)"
"7710","c(-0.660968584540458, 0.997904302458692)"
"7711","c(-0.660968584540458, 0.997904302458692)"
"7712","c(-0.660968584540458, 0.997904302458692)"
"7713","c(-0.660968584540458, 0.997904302458692)"
"7714","c(-0.660968584540458, 0.997904302458692)"
"7715","c(-0.660968584540458, 0.997904302458692)"
"7716","c(-0.660968584540458, 0.997904302458692)"
"7717","c(-0.660968584540458, 0.997904302458692)"
"7718","c(-0.660968584540458, 0.997904302458692)"
"7719","c(-0.660968584540458, 0.997904302458692)"
"7720","c(-0.660968584540458, 0.997904302458692)"
"7721","c(-0.660968584540458, 0.997904302458692)"
"7722","c(-0.660968584540458, 0.997904302458692)"
"7723","c(-0.660968584540458, 0.997904302458692)"
"7724","c(-0.660968584540458, 0.997904302458692)"
"7725","c(-0.660968584540458, 0.997904302458692)"
"7726","c(-0.660968584540458, 0.997904302458692)"
"7727","c(-0.660968584540458, 0.997904302458692)"
"7728","c(-0.660968584540458, 0.997904302458692)"
"7729","c(-0.660968584540458, 0.997904302458692)"
"7730","c(-0.660968584540458, 0.997904302458692)"
"7731","c(-0.660968584540458, 0.997904302458692)"
"7732","c(-0.660968584540458, 0.997904302458692)"
"7733","c(-0.660968584540458, 0.997904302458692)"
"7734","c(-0.660968584540458, 0.997904302458692)"
"7735","c(-0.660968584540458, 0.997904302458692)"
"7736","c(-0.660968584540458, 0.997904302458692)"
"7737","c(-0.645452343222688, 0.998470845367944)"
"7738","c(-0.645452343222688, 0.998470845367944)"
"7739","c(-0.645452343222688, 0.998470845367944)"
"7740","c(-0.645452343222688, 0.998470845367944)"
"7741","c(-0.645452343222688, 0.998470845367944)"
"7742","c(-0.645452343222688, 0.998470845367944)"
"7743","c(-0.645452343222688, 0.998470845367944)"
"7744","c(-0.645452343222688, 0.998470845367944)"
"7745","c(-0.645452343222688, 0.998470845367944)"
"7746","c(-0.645452343222688, 0.998470845367944)"
"7747","c(-0.645452343222688, 0.998470845367944)"
"7748","c(-0.645452343222688, 0.998470845367944)"
"7749","c(-0.645452343222688, 0.998470845367944)"
"7750","c(-0.645452343222688, 0.998470845367944)"
"7751","c(-0.645452343222688, 0.998470845367944)"
"7752","c(-0.645452343222688, 0.998470845367944)"
"7753","c(-0.645452343222688, 0.998470845367944)"
"7754","c(-0.645452343222688, 0.998470845367944)"
"7755","c(-0.645452343222688, 0.998470845367944)"
"7756","c(-0.645452343222688, 0.998470845367944)"
"7757","c(-0.645452343222688, 0.998470845367944)"
"7758","c(-0.645452343222688, 0.998470845367944)"
"7759","c(-0.645452343222688, 0.998470845367944)"
"7760","c(-0.645452343222688, 0.998470845367944)"
"7761","c(-0.645452343222688, 0.998470845367944)"
"7762","c(-0.645452343222688, 0.998470845367944)"
"7763","c(-0.645452343222688, 0.998470845367944)"
"7764","c(-0.645452343222688, 0.998470845367944)"
"7765","c(-0.645452343222688, 0.998470845367944)"
"7766","c(-0.645452343222688, 0.998470845367944)"
"7767","c(-0.645452343222688, 0.998470845367944)"
"7768","c(-0.645452343222688, 0.998470845367944)"
"7769","c(-0.645452343222688, 0.998470845367944)"
"7770","c(-0.645452343222688, 0.998470845367944)"
"7771","c(-0.645452343222688, 0.998470845367944)"
"7772","c(-0.645452343222688, 0.998470845367944)"
"7773","c(-0.612022887624324, 0.998844823656058)"
"7774","c(-0.612022887624324, 0.998844823656058)"
"7775","c(-0.612022887624324, 0.998844823656058)"
"7776","c(-0.612022887624324, 0.998844823656058)"
"7777","c(-0.612022887624324, 0.998844823656058)"
"7778","c(-0.612022887624324, 0.998844823656058)"
"7779","c(-0.612022887624324, 0.998844823656058)"
"7780","c(-0.612022887624324, 0.998844823656058)"
"7781","c(-0.612022887624324, 0.998844823656058)"
"7782","c(-0.612022887624324, 0.998844823656058)"
"7783","c(-0.612022887624324, 0.998844823656058)"
"7784","c(-0.612022887624324, 0.998844823656058)"
"7785","c(-0.612022887624324, 0.998844823656058)"
"7786","c(-0.612022887624324, 0.998844823656058)"
"7787","c(-0.612022887624324, 0.998844823656058)"
"7788","c(-0.612022887624324, 0.998844823656058)"
"7789","c(-0.612022887624324, 0.998844823656058)"
"7790","c(-0.612022887624324, 0.998844823656058)"
"7791","c(-0.612022887624324, 0.998844823656058)"
"7792","c(-0.612022887624324, 0.998844823656058)"
"7793","c(-0.612022887624324, 0.998844823656058)"
"7794","c(-0.612022887624324, 0.998844823656058)"
"7795","c(-0.612022887624324, 0.998844823656058)"
"7796","c(-0.612022887624324, 0.998844823656058)"
"7797","c(-0.612022887624324, 0.998844823656058)"
"7798","c(-0.612022887624324, 0.998844823656058)"
"7799","c(-0.612022887624324, 0.998844823656058)"
"7800","c(-0.612022887624324, 0.998844823656058)"
"7801","c(-0.612022887624324, 0.998844823656058)"
"7802","c(-0.612022887624324, 0.998844823656058)"
"7803","c(-0.612022887624324, 0.998844823656058)"
"7804","c(-0.612022887624324, 0.998844823656058)"
"7805","c(-0.612022887624324, 0.998844823656058)"
"7806","c(-0.612022887624324, 0.998844823656058)"
"7807","c(-0.612022887624324, 0.998844823656058)"
"7808","c(-0.612022887624324, 0.998844823656058)"
"7809","c(-0.660968584540458, 0.997904302458692)"
"7810","c(-0.660968584540458, 0.997904302458692)"
"7811","c(-0.660968584540458, 0.997904302458692)"
"7812","c(-0.660968584540458, 0.997904302458692)"
"7813","c(-0.660968584540458, 0.997904302458692)"
"7814","c(-0.660968584540458, 0.997904302458692)"
"7815","c(-0.660968584540458, 0.997904302458692)"
"7816","c(-0.660968584540458, 0.997904302458692)"
"7817","c(-0.660968584540458, 0.997904302458692)"
"7818","c(-0.660968584540458, 0.997904302458692)"
"7819","c(-0.660968584540458, 0.997904302458692)"
"7820","c(-0.660968584540458, 0.997904302458692)"
"7821","c(-0.660968584540458, 0.997904302458692)"
"7822","c(-0.660968584540458, 0.997904302458692)"
"7823","c(-0.660968584540458, 0.997904302458692)"
"7824","c(-0.660968584540458, 0.997904302458692)"
"7825","c(-0.660968584540458, 0.997904302458692)"
"7826","c(-0.660968584540458, 0.997904302458692)"
"7827","c(-0.660968584540458, 0.997904302458692)"
"7828","c(-0.660968584540458, 0.997904302458692)"
"7829","c(-0.660968584540458, 0.997904302458692)"
"7830","c(-0.660968584540458, 0.997904302458692)"
"7831","c(-0.660968584540458, 0.997904302458692)"
"7832","c(-0.660968584540458, 0.997904302458692)"
"7833","c(-0.660968584540458, 0.997904302458692)"
"7834","c(-0.660968584540458, 0.997904302458692)"
"7835","c(-0.660968584540458, 0.997904302458692)"
"7836","c(-0.660968584540458, 0.997904302458692)"
"7837","c(-0.660968584540458, 0.997904302458692)"
"7838","c(-0.660968584540458, 0.997904302458692)"
"7839","c(-0.660968584540458, 0.997904302458692)"
"7840","c(-0.660968584540458, 0.997904302458692)"
"7841","c(-0.660968584540458, 0.997904302458692)"
"7842","c(-0.660968584540458, 0.997904302458692)"
"7843","c(-0.660968584540458, 0.997904302458692)"
"7844","c(-0.660968584540458, 0.997904302458692)"
"7845","c(-0.645452343222688, 0.998470845367944)"
"7846","c(-0.645452343222688, 0.998470845367944)"
"7847","c(-0.645452343222688, 0.998470845367944)"
"7848","c(-0.645452343222688, 0.998470845367944)"
"7849","c(-0.645452343222688, 0.998470845367944)"
"7850","c(-0.645452343222688, 0.998470845367944)"
"7851","c(-0.645452343222688, 0.998470845367944)"
"7852","c(-0.645452343222688, 0.998470845367944)"
"7853","c(-0.645452343222688, 0.998470845367944)"
"7854","c(-0.645452343222688, 0.998470845367944)"
"7855","c(-0.645452343222688, 0.998470845367944)"
"7856","c(-0.645452343222688, 0.998470845367944)"
"7857","c(-0.645452343222688, 0.998470845367944)"
"7858","c(-0.645452343222688, 0.998470845367944)"
"7859","c(-0.645452343222688, 0.998470845367944)"
"7860","c(-0.645452343222688, 0.998470845367944)"
"7861","c(-0.645452343222688, 0.998470845367944)"
"7862","c(-0.645452343222688, 0.998470845367944)"
"7863","c(-0.645452343222688, 0.998470845367944)"
"7864","c(-0.645452343222688, 0.998470845367944)"
"7865","c(-0.645452343222688, 0.998470845367944)"
"7866","c(-0.645452343222688, 0.998470845367944)"
"7867","c(-0.645452343222688, 0.998470845367944)"
"7868","c(-0.645452343222688, 0.998470845367944)"
"7869","c(-0.645452343222688, 0.998470845367944)"
"7870","c(-0.645452343222688, 0.998470845367944)"
"7871","c(-0.645452343222688, 0.998470845367944)"
"7872","c(-0.645452343222688, 0.998470845367944)"
"7873","c(-0.645452343222688, 0.998470845367944)"
"7874","c(-0.645452343222688, 0.998470845367944)"
"7875","c(-0.645452343222688, 0.998470845367944)"
"7876","c(-0.645452343222688, 0.998470845367944)"
"7877","c(-0.645452343222688, 0.998470845367944)"
"7878","c(-0.645452343222688, 0.998470845367944)"
"7879","c(-0.645452343222688, 0.998470845367944)"
"7880","c(-0.645452343222688, 0.998470845367944)"
"7881","c(-0.612022887624324, 0.998844823656058)"
"7882","c(-0.612022887624324, 0.998844823656058)"
"7883","c(-0.612022887624324, 0.998844823656058)"
"7884","c(-0.612022887624324, 0.998844823656058)"
"7885","c(-0.612022887624324, 0.998844823656058)"
"7886","c(-0.612022887624324, 0.998844823656058)"
"7887","c(-0.612022887624324, 0.998844823656058)"
"7888","c(-0.612022887624324, 0.998844823656058)"
"7889","c(-0.612022887624324, 0.998844823656058)"
"7890","c(-0.612022887624324, 0.998844823656058)"
"7891","c(-0.612022887624324, 0.998844823656058)"
"7892","c(-0.612022887624324, 0.998844823656058)"
"7893","c(-0.612022887624324, 0.998844823656058)"
"7894","c(-0.612022887624324, 0.998844823656058)"
"7895","c(-0.612022887624324, 0.998844823656058)"
"7896","c(-0.612022887624324, 0.998844823656058)"
"7897","c(-0.612022887624324, 0.998844823656058)"
"7898","c(-0.612022887624324, 0.998844823656058)"
"7899","c(-0.612022887624324, 0.998844823656058)"
"7900","c(-0.612022887624324, 0.998844823656058)"
"7901","c(-0.612022887624324, 0.998844823656058)"
"7902","c(-0.612022887624324, 0.998844823656058)"
"7903","c(-0.612022887624324, 0.998844823656058)"
"7904","c(-0.612022887624324, 0.998844823656058)"
"7905","c(-0.612022887624324, 0.998844823656058)"
"7906","c(-0.612022887624324, 0.998844823656058)"
"7907","c(-0.612022887624324, 0.998844823656058)"
"7908","c(-0.612022887624324, 0.998844823656058)"
"7909","c(-0.612022887624324, 0.998844823656058)"
"7910","c(-0.612022887624324, 0.998844823656058)"
"7911","c(-0.612022887624324, 0.998844823656058)"
"7912","c(-0.612022887624324, 0.998844823656058)"
"7913","c(-0.612022887624324, 0.998844823656058)"
"7914","c(-0.612022887624324, 0.998844823656058)"
"7915","c(-0.612022887624324, 0.998844823656058)"
"7916","c(-0.612022887624324, 0.998844823656058)"
